id,date,store,item,day,year,month,datetime,weekday,weekday_name
41214,2018-03-26,8,46,26,2018,3,2018-03-26,0,Monday
41215,2018-03-27,8,46,27,2018,3,2018-03-27,1,Tuesday
41216,2018-03-28,8,46,28,2018,3,2018-03-28,2,Wednesday
41217,2018-03-29,8,46,29,2018,3,2018-03-29,3,Thursday
41218,2018-03-30,8,46,30,2018,3,2018-03-30,4,Friday
41219,2018-03-31,8,46,31,2018,3,2018-03-31,5,Saturday
41220,2018-01-01,9,46,1,2018,1,2018-01-01,0,Monday
41221,2018-01-02,9,46,2,2018,1,2018-01-02,1,Tuesday
41222,2018-01-03,9,46,3,2018,1,2018-01-03,2,Wednesday
41223,2018-01-04,9,46,4,2018,1,2018-01-04,3,Thursday
41224,2018-01-05,9,46,5,2018,1,2018-01-05,4,Friday
41225,2018-01-06,9,46,6,2018,1,2018-01-06,5,Saturday
41226,2018-01-07,9,46,7,2018,1,2018-01-07,6,Sunday
41227,2018-01-08,9,46,8,2018,1,2018-01-08,0,Monday
41228,2018-01-09,9,46,9,2018,1,2018-01-09,1,Tuesday
41229,2018-01-10,9,46,10,2018,1,2018-01-10,2,Wednesday
41230,2018-01-11,9,46,11,2018,1,2018-01-11,3,Thursday
41231,2018-01-12,9,46,12,2018,1,2018-01-12,4,Friday
41232,2018-01-13,9,46,13,2018,1,2018-01-13,5,Saturday
41233,2018-01-14,9,46,14,2018,1,2018-01-14,6,Sunday
41234,2018-01-15,9,46,15,2018,1,2018-01-15,0,Monday
41235,2018-01-16,9,46,16,2018,1,2018-01-16,1,Tuesday
41236,2018-01-17,9,46,17,2018,1,2018-01-17,2,Wednesday
41237,2018-01-18,9,46,18,2018,1,2018-01-18,3,Thursday
41238,2018-01-19,9,46,19,2018,1,2018-01-19,4,Friday
41239,2018-01-20,9,46,20,2018,1,2018-01-20,5,Saturday
41240,2018-01-21,9,46,21,2018,1,2018-01-21,6,Sunday
41241,2018-01-22,9,46,22,2018,1,2018-01-22,0,Monday
41242,2018-01-23,9,46,23,2018,1,2018-01-23,1,Tuesday
41243,2018-01-24,9,46,24,2018,1,2018-01-24,2,Wednesday
41244,2018-01-25,9,46,25,2018,1,2018-01-25,3,Thursday
41245,2018-01-26,9,46,26,2018,1,2018-01-26,4,Friday
41246,2018-01-27,9,46,27,2018,1,2018-01-27,5,Saturday
41247,2018-01-28,9,46,28,2018,1,2018-01-28,6,Sunday
41248,2018-01-29,9,46,29,2018,1,2018-01-29,0,Monday
41249,2018-01-30,9,46,30,2018,1,2018-01-30,1,Tuesday
41250,2018-01-31,9,46,31,2018,1,2018-01-31,2,Wednesday
41251,2018-02-01,9,46,1,2018,2,2018-02-01,3,Thursday
41252,2018-02-02,9,46,2,2018,2,2018-02-02,4,Friday
41253,2018-02-03,9,46,3,2018,2,2018-02-03,5,Saturday
41254,2018-02-04,9,46,4,2018,2,2018-02-04,6,Sunday
41255,2018-02-05,9,46,5,2018,2,2018-02-05,0,Monday
41256,2018-02-06,9,46,6,2018,2,2018-02-06,1,Tuesday
41257,2018-02-07,9,46,7,2018,2,2018-02-07,2,Wednesday
41258,2018-02-08,9,46,8,2018,2,2018-02-08,3,Thursday
41259,2018-02-09,9,46,9,2018,2,2018-02-09,4,Friday
41260,2018-02-10,9,46,10,2018,2,2018-02-10,5,Saturday
41261,2018-02-11,9,46,11,2018,2,2018-02-11,6,Sunday
41262,2018-02-12,9,46,12,2018,2,2018-02-12,0,Monday
41263,2018-02-13,9,46,13,2018,2,2018-02-13,1,Tuesday
41264,2018-02-14,9,46,14,2018,2,2018-02-14,2,Wednesday
41265,2018-02-15,9,46,15,2018,2,2018-02-15,3,Thursday
41266,2018-02-16,9,46,16,2018,2,2018-02-16,4,Friday
41267,2018-02-17,9,46,17,2018,2,2018-02-17,5,Saturday
41268,2018-02-18,9,46,18,2018,2,2018-02-18,6,Sunday
41269,2018-02-19,9,46,19,2018,2,2018-02-19,0,Monday
41270,2018-02-20,9,46,20,2018,2,2018-02-20,1,Tuesday
41271,2018-02-21,9,46,21,2018,2,2018-02-21,2,Wednesday
41272,2018-02-22,9,46,22,2018,2,2018-02-22,3,Thursday
41273,2018-02-23,9,46,23,2018,2,2018-02-23,4,Friday
41274,2018-02-24,9,46,24,2018,2,2018-02-24,5,Saturday
41275,2018-02-25,9,46,25,2018,2,2018-02-25,6,Sunday
41276,2018-02-26,9,46,26,2018,2,2018-02-26,0,Monday
41277,2018-02-27,9,46,27,2018,2,2018-02-27,1,Tuesday
41278,2018-02-28,9,46,28,2018,2,2018-02-28,2,Wednesday
41279,2018-03-01,9,46,1,2018,3,2018-03-01,3,Thursday
41280,2018-03-02,9,46,2,2018,3,2018-03-02,4,Friday
41281,2018-03-03,9,46,3,2018,3,2018-03-03,5,Saturday
41282,2018-03-04,9,46,4,2018,3,2018-03-04,6,Sunday
41283,2018-03-05,9,46,5,2018,3,2018-03-05,0,Monday
41284,2018-03-06,9,46,6,2018,3,2018-03-06,1,Tuesday
41285,2018-03-07,9,46,7,2018,3,2018-03-07,2,Wednesday
41286,2018-03-08,9,46,8,2018,3,2018-03-08,3,Thursday
41287,2018-03-09,9,46,9,2018,3,2018-03-09,4,Friday
41288,2018-03-10,9,46,10,2018,3,2018-03-10,5,Saturday
41289,2018-03-11,9,46,11,2018,3,2018-03-11,6,Sunday
41290,2018-03-12,9,46,12,2018,3,2018-03-12,0,Monday
41291,2018-03-13,9,46,13,2018,3,2018-03-13,1,Tuesday
41292,2018-03-14,9,46,14,2018,3,2018-03-14,2,Wednesday
41293,2018-03-15,9,46,15,2018,3,2018-03-15,3,Thursday
41294,2018-03-16,9,46,16,2018,3,2018-03-16,4,Friday
41295,2018-03-17,9,46,17,2018,3,2018-03-17,5,Saturday
41296,2018-03-18,9,46,18,2018,3,2018-03-18,6,Sunday
41297,2018-03-19,9,46,19,2018,3,2018-03-19,0,Monday
41298,2018-03-20,9,46,20,2018,3,2018-03-20,1,Tuesday
41299,2018-03-21,9,46,21,2018,3,2018-03-21,2,Wednesday
41300,2018-03-22,9,46,22,2018,3,2018-03-22,3,Thursday
41301,2018-03-23,9,46,23,2018,3,2018-03-23,4,Friday
41302,2018-03-24,9,46,24,2018,3,2018-03-24,5,Saturday
41303,2018-03-25,9,46,25,2018,3,2018-03-25,6,Sunday
41304,2018-03-26,9,46,26,2018,3,2018-03-26,0,Monday
41305,2018-03-27,9,46,27,2018,3,2018-03-27,1,Tuesday
41306,2018-03-28,9,46,28,2018,3,2018-03-28,2,Wednesday
41307,2018-03-29,9,46,29,2018,3,2018-03-29,3,Thursday
41308,2018-03-30,9,46,30,2018,3,2018-03-30,4,Friday
41309,2018-03-31,9,46,31,2018,3,2018-03-31,5,Saturday
41310,2018-01-01,10,46,1,2018,1,2018-01-01,0,Monday
41311,2018-01-02,10,46,2,2018,1,2018-01-02,1,Tuesday
41312,2018-01-03,10,46,3,2018,1,2018-01-03,2,Wednesday
41313,2018-01-04,10,46,4,2018,1,2018-01-04,3,Thursday
41314,2018-01-05,10,46,5,2018,1,2018-01-05,4,Friday
41315,2018-01-06,10,46,6,2018,1,2018-01-06,5,Saturday
41316,2018-01-07,10,46,7,2018,1,2018-01-07,6,Sunday
41317,2018-01-08,10,46,8,2018,1,2018-01-08,0,Monday
41318,2018-01-09,10,46,9,2018,1,2018-01-09,1,Tuesday
41319,2018-01-10,10,46,10,2018,1,2018-01-10,2,Wednesday
41320,2018-01-11,10,46,11,2018,1,2018-01-11,3,Thursday
41321,2018-01-12,10,46,12,2018,1,2018-01-12,4,Friday
41322,2018-01-13,10,46,13,2018,1,2018-01-13,5,Saturday
41323,2018-01-14,10,46,14,2018,1,2018-01-14,6,Sunday
41324,2018-01-15,10,46,15,2018,1,2018-01-15,0,Monday
41325,2018-01-16,10,46,16,2018,1,2018-01-16,1,Tuesday
41326,2018-01-17,10,46,17,2018,1,2018-01-17,2,Wednesday
41327,2018-01-18,10,46,18,2018,1,2018-01-18,3,Thursday
41328,2018-01-19,10,46,19,2018,1,2018-01-19,4,Friday
41329,2018-01-20,10,46,20,2018,1,2018-01-20,5,Saturday
41330,2018-01-21,10,46,21,2018,1,2018-01-21,6,Sunday
41331,2018-01-22,10,46,22,2018,1,2018-01-22,0,Monday
41332,2018-01-23,10,46,23,2018,1,2018-01-23,1,Tuesday
41333,2018-01-24,10,46,24,2018,1,2018-01-24,2,Wednesday
41334,2018-01-25,10,46,25,2018,1,2018-01-25,3,Thursday
41335,2018-01-26,10,46,26,2018,1,2018-01-26,4,Friday
41336,2018-01-27,10,46,27,2018,1,2018-01-27,5,Saturday
41337,2018-01-28,10,46,28,2018,1,2018-01-28,6,Sunday
41338,2018-01-29,10,46,29,2018,1,2018-01-29,0,Monday
41339,2018-01-30,10,46,30,2018,1,2018-01-30,1,Tuesday
41340,2018-01-31,10,46,31,2018,1,2018-01-31,2,Wednesday
41341,2018-02-01,10,46,1,2018,2,2018-02-01,3,Thursday
41342,2018-02-02,10,46,2,2018,2,2018-02-02,4,Friday
41343,2018-02-03,10,46,3,2018,2,2018-02-03,5,Saturday
41344,2018-02-04,10,46,4,2018,2,2018-02-04,6,Sunday
41345,2018-02-05,10,46,5,2018,2,2018-02-05,0,Monday
41346,2018-02-06,10,46,6,2018,2,2018-02-06,1,Tuesday
41347,2018-02-07,10,46,7,2018,2,2018-02-07,2,Wednesday
41348,2018-02-08,10,46,8,2018,2,2018-02-08,3,Thursday
41349,2018-02-09,10,46,9,2018,2,2018-02-09,4,Friday
41350,2018-02-10,10,46,10,2018,2,2018-02-10,5,Saturday
41351,2018-02-11,10,46,11,2018,2,2018-02-11,6,Sunday
41352,2018-02-12,10,46,12,2018,2,2018-02-12,0,Monday
41353,2018-02-13,10,46,13,2018,2,2018-02-13,1,Tuesday
41354,2018-02-14,10,46,14,2018,2,2018-02-14,2,Wednesday
41355,2018-02-15,10,46,15,2018,2,2018-02-15,3,Thursday
41356,2018-02-16,10,46,16,2018,2,2018-02-16,4,Friday
41357,2018-02-17,10,46,17,2018,2,2018-02-17,5,Saturday
41358,2018-02-18,10,46,18,2018,2,2018-02-18,6,Sunday
41359,2018-02-19,10,46,19,2018,2,2018-02-19,0,Monday
41360,2018-02-20,10,46,20,2018,2,2018-02-20,1,Tuesday
41361,2018-02-21,10,46,21,2018,2,2018-02-21,2,Wednesday
41362,2018-02-22,10,46,22,2018,2,2018-02-22,3,Thursday
41363,2018-02-23,10,46,23,2018,2,2018-02-23,4,Friday
41364,2018-02-24,10,46,24,2018,2,2018-02-24,5,Saturday
41365,2018-02-25,10,46,25,2018,2,2018-02-25,6,Sunday
41366,2018-02-26,10,46,26,2018,2,2018-02-26,0,Monday
41367,2018-02-27,10,46,27,2018,2,2018-02-27,1,Tuesday
41368,2018-02-28,10,46,28,2018,2,2018-02-28,2,Wednesday
41369,2018-03-01,10,46,1,2018,3,2018-03-01,3,Thursday
41370,2018-03-02,10,46,2,2018,3,2018-03-02,4,Friday
41371,2018-03-03,10,46,3,2018,3,2018-03-03,5,Saturday
41372,2018-03-04,10,46,4,2018,3,2018-03-04,6,Sunday
41373,2018-03-05,10,46,5,2018,3,2018-03-05,0,Monday
41374,2018-03-06,10,46,6,2018,3,2018-03-06,1,Tuesday
41375,2018-03-07,10,46,7,2018,3,2018-03-07,2,Wednesday
41376,2018-03-08,10,46,8,2018,3,2018-03-08,3,Thursday
41377,2018-03-09,10,46,9,2018,3,2018-03-09,4,Friday
41378,2018-03-10,10,46,10,2018,3,2018-03-10,5,Saturday
41379,2018-03-11,10,46,11,2018,3,2018-03-11,6,Sunday
41380,2018-03-12,10,46,12,2018,3,2018-03-12,0,Monday
41381,2018-03-13,10,46,13,2018,3,2018-03-13,1,Tuesday
41382,2018-03-14,10,46,14,2018,3,2018-03-14,2,Wednesday
41383,2018-03-15,10,46,15,2018,3,2018-03-15,3,Thursday
41384,2018-03-16,10,46,16,2018,3,2018-03-16,4,Friday
41385,2018-03-17,10,46,17,2018,3,2018-03-17,5,Saturday
41386,2018-03-18,10,46,18,2018,3,2018-03-18,6,Sunday
41387,2018-03-19,10,46,19,2018,3,2018-03-19,0,Monday
41388,2018-03-20,10,46,20,2018,3,2018-03-20,1,Tuesday
41389,2018-03-21,10,46,21,2018,3,2018-03-21,2,Wednesday
41390,2018-03-22,10,46,22,2018,3,2018-03-22,3,Thursday
41391,2018-03-23,10,46,23,2018,3,2018-03-23,4,Friday
41392,2018-03-24,10,46,24,2018,3,2018-03-24,5,Saturday
41393,2018-03-25,10,46,25,2018,3,2018-03-25,6,Sunday
41394,2018-03-26,10,46,26,2018,3,2018-03-26,0,Monday
41395,2018-03-27,10,46,27,2018,3,2018-03-27,1,Tuesday
41396,2018-03-28,10,46,28,2018,3,2018-03-28,2,Wednesday
41397,2018-03-29,10,46,29,2018,3,2018-03-29,3,Thursday
41398,2018-03-30,10,46,30,2018,3,2018-03-30,4,Friday
41399,2018-03-31,10,46,31,2018,3,2018-03-31,5,Saturday
41400,2018-01-01,1,47,1,2018,1,2018-01-01,0,Monday
41401,2018-01-02,1,47,2,2018,1,2018-01-02,1,Tuesday
41402,2018-01-03,1,47,3,2018,1,2018-01-03,2,Wednesday
41403,2018-01-04,1,47,4,2018,1,2018-01-04,3,Thursday
41404,2018-01-05,1,47,5,2018,1,2018-01-05,4,Friday
41405,2018-01-06,1,47,6,2018,1,2018-01-06,5,Saturday
41406,2018-01-07,1,47,7,2018,1,2018-01-07,6,Sunday
41407,2018-01-08,1,47,8,2018,1,2018-01-08,0,Monday
41408,2018-01-09,1,47,9,2018,1,2018-01-09,1,Tuesday
41409,2018-01-10,1,47,10,2018,1,2018-01-10,2,Wednesday
41410,2018-01-11,1,47,11,2018,1,2018-01-11,3,Thursday
41411,2018-01-12,1,47,12,2018,1,2018-01-12,4,Friday
41412,2018-01-13,1,47,13,2018,1,2018-01-13,5,Saturday
41413,2018-01-14,1,47,14,2018,1,2018-01-14,6,Sunday
41414,2018-01-15,1,47,15,2018,1,2018-01-15,0,Monday
41415,2018-01-16,1,47,16,2018,1,2018-01-16,1,Tuesday
41416,2018-01-17,1,47,17,2018,1,2018-01-17,2,Wednesday
41417,2018-01-18,1,47,18,2018,1,2018-01-18,3,Thursday
41418,2018-01-19,1,47,19,2018,1,2018-01-19,4,Friday
41419,2018-01-20,1,47,20,2018,1,2018-01-20,5,Saturday
41420,2018-01-21,1,47,21,2018,1,2018-01-21,6,Sunday
41421,2018-01-22,1,47,22,2018,1,2018-01-22,0,Monday
41422,2018-01-23,1,47,23,2018,1,2018-01-23,1,Tuesday
41423,2018-01-24,1,47,24,2018,1,2018-01-24,2,Wednesday
41424,2018-01-25,1,47,25,2018,1,2018-01-25,3,Thursday
41425,2018-01-26,1,47,26,2018,1,2018-01-26,4,Friday
41426,2018-01-27,1,47,27,2018,1,2018-01-27,5,Saturday
41427,2018-01-28,1,47,28,2018,1,2018-01-28,6,Sunday
41428,2018-01-29,1,47,29,2018,1,2018-01-29,0,Monday
41429,2018-01-30,1,47,30,2018,1,2018-01-30,1,Tuesday
41430,2018-01-31,1,47,31,2018,1,2018-01-31,2,Wednesday
41431,2018-02-01,1,47,1,2018,2,2018-02-01,3,Thursday
41432,2018-02-02,1,47,2,2018,2,2018-02-02,4,Friday
41433,2018-02-03,1,47,3,2018,2,2018-02-03,5,Saturday
41434,2018-02-04,1,47,4,2018,2,2018-02-04,6,Sunday
41435,2018-02-05,1,47,5,2018,2,2018-02-05,0,Monday
41436,2018-02-06,1,47,6,2018,2,2018-02-06,1,Tuesday
41437,2018-02-07,1,47,7,2018,2,2018-02-07,2,Wednesday
41438,2018-02-08,1,47,8,2018,2,2018-02-08,3,Thursday
41439,2018-02-09,1,47,9,2018,2,2018-02-09,4,Friday
41440,2018-02-10,1,47,10,2018,2,2018-02-10,5,Saturday
41441,2018-02-11,1,47,11,2018,2,2018-02-11,6,Sunday
41442,2018-02-12,1,47,12,2018,2,2018-02-12,0,Monday
41443,2018-02-13,1,47,13,2018,2,2018-02-13,1,Tuesday
41444,2018-02-14,1,47,14,2018,2,2018-02-14,2,Wednesday
41445,2018-02-15,1,47,15,2018,2,2018-02-15,3,Thursday
41446,2018-02-16,1,47,16,2018,2,2018-02-16,4,Friday
41447,2018-02-17,1,47,17,2018,2,2018-02-17,5,Saturday
41448,2018-02-18,1,47,18,2018,2,2018-02-18,6,Sunday
41449,2018-02-19,1,47,19,2018,2,2018-02-19,0,Monday
41450,2018-02-20,1,47,20,2018,2,2018-02-20,1,Tuesday
41451,2018-02-21,1,47,21,2018,2,2018-02-21,2,Wednesday
41452,2018-02-22,1,47,22,2018,2,2018-02-22,3,Thursday
41453,2018-02-23,1,47,23,2018,2,2018-02-23,4,Friday
41454,2018-02-24,1,47,24,2018,2,2018-02-24,5,Saturday
41455,2018-02-25,1,47,25,2018,2,2018-02-25,6,Sunday
41456,2018-02-26,1,47,26,2018,2,2018-02-26,0,Monday
41457,2018-02-27,1,47,27,2018,2,2018-02-27,1,Tuesday
41458,2018-02-28,1,47,28,2018,2,2018-02-28,2,Wednesday
41459,2018-03-01,1,47,1,2018,3,2018-03-01,3,Thursday
41460,2018-03-02,1,47,2,2018,3,2018-03-02,4,Friday
41461,2018-03-03,1,47,3,2018,3,2018-03-03,5,Saturday
41462,2018-03-04,1,47,4,2018,3,2018-03-04,6,Sunday
41463,2018-03-05,1,47,5,2018,3,2018-03-05,0,Monday
41464,2018-03-06,1,47,6,2018,3,2018-03-06,1,Tuesday
41465,2018-03-07,1,47,7,2018,3,2018-03-07,2,Wednesday
41466,2018-03-08,1,47,8,2018,3,2018-03-08,3,Thursday
41467,2018-03-09,1,47,9,2018,3,2018-03-09,4,Friday
41468,2018-03-10,1,47,10,2018,3,2018-03-10,5,Saturday
41469,2018-03-11,1,47,11,2018,3,2018-03-11,6,Sunday
41470,2018-03-12,1,47,12,2018,3,2018-03-12,0,Monday
41471,2018-03-13,1,47,13,2018,3,2018-03-13,1,Tuesday
41472,2018-03-14,1,47,14,2018,3,2018-03-14,2,Wednesday
41473,2018-03-15,1,47,15,2018,3,2018-03-15,3,Thursday
41474,2018-03-16,1,47,16,2018,3,2018-03-16,4,Friday
41475,2018-03-17,1,47,17,2018,3,2018-03-17,5,Saturday
41476,2018-03-18,1,47,18,2018,3,2018-03-18,6,Sunday
41477,2018-03-19,1,47,19,2018,3,2018-03-19,0,Monday
41478,2018-03-20,1,47,20,2018,3,2018-03-20,1,Tuesday
41479,2018-03-21,1,47,21,2018,3,2018-03-21,2,Wednesday
41480,2018-03-22,1,47,22,2018,3,2018-03-22,3,Thursday
41481,2018-03-23,1,47,23,2018,3,2018-03-23,4,Friday
41482,2018-03-24,1,47,24,2018,3,2018-03-24,5,Saturday
41483,2018-03-25,1,47,25,2018,3,2018-03-25,6,Sunday
41484,2018-03-26,1,47,26,2018,3,2018-03-26,0,Monday
41485,2018-03-27,1,47,27,2018,3,2018-03-27,1,Tuesday
41486,2018-03-28,1,47,28,2018,3,2018-03-28,2,Wednesday
41487,2018-03-29,1,47,29,2018,3,2018-03-29,3,Thursday
41488,2018-03-30,1,47,30,2018,3,2018-03-30,4,Friday
41489,2018-03-31,1,47,31,2018,3,2018-03-31,5,Saturday
41490,2018-01-01,2,47,1,2018,1,2018-01-01,0,Monday
41491,2018-01-02,2,47,2,2018,1,2018-01-02,1,Tuesday
41492,2018-01-03,2,47,3,2018,1,2018-01-03,2,Wednesday
41493,2018-01-04,2,47,4,2018,1,2018-01-04,3,Thursday
41494,2018-01-05,2,47,5,2018,1,2018-01-05,4,Friday
41495,2018-01-06,2,47,6,2018,1,2018-01-06,5,Saturday
41496,2018-01-07,2,47,7,2018,1,2018-01-07,6,Sunday
41497,2018-01-08,2,47,8,2018,1,2018-01-08,0,Monday
41498,2018-01-09,2,47,9,2018,1,2018-01-09,1,Tuesday
41499,2018-01-10,2,47,10,2018,1,2018-01-10,2,Wednesday
41500,2018-01-11,2,47,11,2018,1,2018-01-11,3,Thursday
41501,2018-01-12,2,47,12,2018,1,2018-01-12,4,Friday
41502,2018-01-13,2,47,13,2018,1,2018-01-13,5,Saturday
41503,2018-01-14,2,47,14,2018,1,2018-01-14,6,Sunday
41504,2018-01-15,2,47,15,2018,1,2018-01-15,0,Monday
41505,2018-01-16,2,47,16,2018,1,2018-01-16,1,Tuesday
41506,2018-01-17,2,47,17,2018,1,2018-01-17,2,Wednesday
41507,2018-01-18,2,47,18,2018,1,2018-01-18,3,Thursday
41508,2018-01-19,2,47,19,2018,1,2018-01-19,4,Friday
41509,2018-01-20,2,47,20,2018,1,2018-01-20,5,Saturday
41510,2018-01-21,2,47,21,2018,1,2018-01-21,6,Sunday
41511,2018-01-22,2,47,22,2018,1,2018-01-22,0,Monday
41512,2018-01-23,2,47,23,2018,1,2018-01-23,1,Tuesday
41513,2018-01-24,2,47,24,2018,1,2018-01-24,2,Wednesday
41514,2018-01-25,2,47,25,2018,1,2018-01-25,3,Thursday
41515,2018-01-26,2,47,26,2018,1,2018-01-26,4,Friday
41516,2018-01-27,2,47,27,2018,1,2018-01-27,5,Saturday
41517,2018-01-28,2,47,28,2018,1,2018-01-28,6,Sunday
41518,2018-01-29,2,47,29,2018,1,2018-01-29,0,Monday
41519,2018-01-30,2,47,30,2018,1,2018-01-30,1,Tuesday
41520,2018-01-31,2,47,31,2018,1,2018-01-31,2,Wednesday
41521,2018-02-01,2,47,1,2018,2,2018-02-01,3,Thursday
41522,2018-02-02,2,47,2,2018,2,2018-02-02,4,Friday
41523,2018-02-03,2,47,3,2018,2,2018-02-03,5,Saturday
41524,2018-02-04,2,47,4,2018,2,2018-02-04,6,Sunday
41525,2018-02-05,2,47,5,2018,2,2018-02-05,0,Monday
41526,2018-02-06,2,47,6,2018,2,2018-02-06,1,Tuesday
41527,2018-02-07,2,47,7,2018,2,2018-02-07,2,Wednesday
41528,2018-02-08,2,47,8,2018,2,2018-02-08,3,Thursday
41529,2018-02-09,2,47,9,2018,2,2018-02-09,4,Friday
41530,2018-02-10,2,47,10,2018,2,2018-02-10,5,Saturday
41531,2018-02-11,2,47,11,2018,2,2018-02-11,6,Sunday
41532,2018-02-12,2,47,12,2018,2,2018-02-12,0,Monday
41533,2018-02-13,2,47,13,2018,2,2018-02-13,1,Tuesday
41534,2018-02-14,2,47,14,2018,2,2018-02-14,2,Wednesday
41535,2018-02-15,2,47,15,2018,2,2018-02-15,3,Thursday
41536,2018-02-16,2,47,16,2018,2,2018-02-16,4,Friday
41537,2018-02-17,2,47,17,2018,2,2018-02-17,5,Saturday
41538,2018-02-18,2,47,18,2018,2,2018-02-18,6,Sunday
41539,2018-02-19,2,47,19,2018,2,2018-02-19,0,Monday
41540,2018-02-20,2,47,20,2018,2,2018-02-20,1,Tuesday
41541,2018-02-21,2,47,21,2018,2,2018-02-21,2,Wednesday
41542,2018-02-22,2,47,22,2018,2,2018-02-22,3,Thursday
41543,2018-02-23,2,47,23,2018,2,2018-02-23,4,Friday
41544,2018-02-24,2,47,24,2018,2,2018-02-24,5,Saturday
41545,2018-02-25,2,47,25,2018,2,2018-02-25,6,Sunday
41546,2018-02-26,2,47,26,2018,2,2018-02-26,0,Monday
41547,2018-02-27,2,47,27,2018,2,2018-02-27,1,Tuesday
41548,2018-02-28,2,47,28,2018,2,2018-02-28,2,Wednesday
41549,2018-03-01,2,47,1,2018,3,2018-03-01,3,Thursday
41550,2018-03-02,2,47,2,2018,3,2018-03-02,4,Friday
41551,2018-03-03,2,47,3,2018,3,2018-03-03,5,Saturday
41552,2018-03-04,2,47,4,2018,3,2018-03-04,6,Sunday
41553,2018-03-05,2,47,5,2018,3,2018-03-05,0,Monday
41554,2018-03-06,2,47,6,2018,3,2018-03-06,1,Tuesday
41555,2018-03-07,2,47,7,2018,3,2018-03-07,2,Wednesday
41556,2018-03-08,2,47,8,2018,3,2018-03-08,3,Thursday
41557,2018-03-09,2,47,9,2018,3,2018-03-09,4,Friday
41558,2018-03-10,2,47,10,2018,3,2018-03-10,5,Saturday
41559,2018-03-11,2,47,11,2018,3,2018-03-11,6,Sunday
41560,2018-03-12,2,47,12,2018,3,2018-03-12,0,Monday
41561,2018-03-13,2,47,13,2018,3,2018-03-13,1,Tuesday
41562,2018-03-14,2,47,14,2018,3,2018-03-14,2,Wednesday
41563,2018-03-15,2,47,15,2018,3,2018-03-15,3,Thursday
41564,2018-03-16,2,47,16,2018,3,2018-03-16,4,Friday
41565,2018-03-17,2,47,17,2018,3,2018-03-17,5,Saturday
41566,2018-03-18,2,47,18,2018,3,2018-03-18,6,Sunday
41567,2018-03-19,2,47,19,2018,3,2018-03-19,0,Monday
41568,2018-03-20,2,47,20,2018,3,2018-03-20,1,Tuesday
41569,2018-03-21,2,47,21,2018,3,2018-03-21,2,Wednesday
41570,2018-03-22,2,47,22,2018,3,2018-03-22,3,Thursday
41571,2018-03-23,2,47,23,2018,3,2018-03-23,4,Friday
41572,2018-03-24,2,47,24,2018,3,2018-03-24,5,Saturday
41573,2018-03-25,2,47,25,2018,3,2018-03-25,6,Sunday
41574,2018-03-26,2,47,26,2018,3,2018-03-26,0,Monday
41575,2018-03-27,2,47,27,2018,3,2018-03-27,1,Tuesday
41576,2018-03-28,2,47,28,2018,3,2018-03-28,2,Wednesday
41577,2018-03-29,2,47,29,2018,3,2018-03-29,3,Thursday
41578,2018-03-30,2,47,30,2018,3,2018-03-30,4,Friday
41579,2018-03-31,2,47,31,2018,3,2018-03-31,5,Saturday
41580,2018-01-01,3,47,1,2018,1,2018-01-01,0,Monday
41581,2018-01-02,3,47,2,2018,1,2018-01-02,1,Tuesday
41582,2018-01-03,3,47,3,2018,1,2018-01-03,2,Wednesday
41583,2018-01-04,3,47,4,2018,1,2018-01-04,3,Thursday
41584,2018-01-05,3,47,5,2018,1,2018-01-05,4,Friday
41585,2018-01-06,3,47,6,2018,1,2018-01-06,5,Saturday
41586,2018-01-07,3,47,7,2018,1,2018-01-07,6,Sunday
41587,2018-01-08,3,47,8,2018,1,2018-01-08,0,Monday
41588,2018-01-09,3,47,9,2018,1,2018-01-09,1,Tuesday
41589,2018-01-10,3,47,10,2018,1,2018-01-10,2,Wednesday
41590,2018-01-11,3,47,11,2018,1,2018-01-11,3,Thursday
41591,2018-01-12,3,47,12,2018,1,2018-01-12,4,Friday
41592,2018-01-13,3,47,13,2018,1,2018-01-13,5,Saturday
41593,2018-01-14,3,47,14,2018,1,2018-01-14,6,Sunday
41594,2018-01-15,3,47,15,2018,1,2018-01-15,0,Monday
41595,2018-01-16,3,47,16,2018,1,2018-01-16,1,Tuesday
41596,2018-01-17,3,47,17,2018,1,2018-01-17,2,Wednesday
41597,2018-01-18,3,47,18,2018,1,2018-01-18,3,Thursday
41598,2018-01-19,3,47,19,2018,1,2018-01-19,4,Friday
41599,2018-01-20,3,47,20,2018,1,2018-01-20,5,Saturday
41600,2018-01-21,3,47,21,2018,1,2018-01-21,6,Sunday
41601,2018-01-22,3,47,22,2018,1,2018-01-22,0,Monday
41602,2018-01-23,3,47,23,2018,1,2018-01-23,1,Tuesday
41603,2018-01-24,3,47,24,2018,1,2018-01-24,2,Wednesday
41604,2018-01-25,3,47,25,2018,1,2018-01-25,3,Thursday
41605,2018-01-26,3,47,26,2018,1,2018-01-26,4,Friday
41606,2018-01-27,3,47,27,2018,1,2018-01-27,5,Saturday
41607,2018-01-28,3,47,28,2018,1,2018-01-28,6,Sunday
41608,2018-01-29,3,47,29,2018,1,2018-01-29,0,Monday
41609,2018-01-30,3,47,30,2018,1,2018-01-30,1,Tuesday
41610,2018-01-31,3,47,31,2018,1,2018-01-31,2,Wednesday
41611,2018-02-01,3,47,1,2018,2,2018-02-01,3,Thursday
41612,2018-02-02,3,47,2,2018,2,2018-02-02,4,Friday
